longitude,latitude,population,hs age,ave rm,ave br,ave occ,income,value
-117.09,32.8,666,15,1.5,0.9,4.1,2.2,131300
-117.03,32.8,3866,19,2.2,1.1,5.5,4.3,220000
-117.11,32.59,2020,17,3.1,1.1,4,2.2,143200
-122.29,37.56,6474,12,1.8,1.1,4.7,5,305800
-121.6,37.09,1511,24,3.6,1.1,5.2,3.6,350000
-121.57,39.16,1632,18,2.3,1.1,5,3.1,71700
-122.15,37.74,1383,43,3.1,1,5.1,3.5,122000
-122.07,37.67,2932,28,1.9,1.2,4.7,3.2,210800
-122.09,38,10191,6,2.5,1.1,5.7,5.2,204200
-122.32,37.97,2347,29,2.3,1,4.8,4,161000
-122.28,37.91,2083,48,2.4,1,7.3,7.3,331200
-120.63,38.68,1821,14,2.9,1.2,6.9,3.1,131700
-118.41,34.21,2215,35,3.6,1,5,4,193200
-118.6,34.15,4570,28,2.4,1.1,6.6,6.1,361900
-118.21,34.06,470,52,3.5,0.9,3.8,2.1,109100
-118.27,33.94,2078,39,3.8,1.1,4.1,1.1,96900
-118.03,34.16,1640,36,2.7,0.9,6.5,6.7,500001
-118.11,34.08,2350,30,2,1,5,3.3,201000
-118.21,33.94,892,34,4.2,0.9,2.6,2.2,162500
-118.12,33.97,3099,33,2.7,1.1,4.1,3.2,191100
-118.08,33.87,2536,23,3.6,1,4.6,4.1,200800
-118.15,33.87,2373,33,2.9,1,4.2,3.1,181800
-118.39,34.09,2347,28,1.4,1.1,4.3,4.4,425000
-122.3,38.31,1797,34,2.9,1,4.4,3.5,137500
-121.43,38.56,1533,50,2.1,1.1,6,2.5,125900
-121.29,38.59,2460,19,2.8,1,5.1,3.7,95600
-117.58,34.09,754,27,4,1.1,4.1,2,100800
-117.18,32.8,2456,30,2.6,1,6.3,3.9,198500
-117.2,32.78,2662,38,2.3,1,5.4,4,241600
-117.02,32.8,2692,31,2.5,1,6,4.5,170000
-117.06,33.15,2155,24,3.2,1.1,6,4.8,147500
-122.45,37.72,1729,52,3,1.1,5.8,4.3,261800
-122.49,37.76,1724,49,2.7,1,5.8,4.4,353600
-121.28,37.95,1200,49,4.6,1.1,3.8,1.1,52500
-121.34,37.98,2628,8,3,1.1,6.7,5.3,191700
-121.93,37.27,1855,35,3,1.1,5.6,6,255100
-121.83,37.29,2308,20,4.9,1,5.1,4.3,191000
-121.82,37.23,2349,25,3.3,1,6.1,5,233100
-122.53,41.81,2400,21,2.5,1.1,5.4,1.8,55400
-120.98,37.64,1913,45,2.5,1,5.7,3.1,110700
-122.21,37.79,2115,45,3.2,1.1,4.5,2.4,139400
-122.18,37.78,1642,50,2.5,1.1,5.8,3.3,160700
-122.08,37.63,517,35,3.7,1,4.8,4.1,156900
-124.11,40.93,1661,17,2.7,0.9,4.7,2.8,90200
-118.25,33.93,2452,36,4,1.1,3.7,0.9,100000
-118.11,34.14,3298,44,2.2,1,5.1,4.1,434800
-118.09,34.02,1984,28,3.2,0.9,5.8,4.6,250200
-118.38,33.83,3070,40,2.5,1.1,6.1,5.2,432700
-117.93,33.64,1395,24,3.7,1,3.5,2.5,192900
-120.1,39.2,1703,20,2.4,1.7,9.8,3.1,196900
-121.42,38.6,1166,35,3,1,6.1,2.2,102800
-121.44,38.63,1402,38,2.5,1,3.7,1.6,71000
-121.42,38.47,5665,11,2.6,1.2,4.4,2.3,97800
-117.04,32.58,2355,14,4.7,1,5.9,5,152100
-117.38,33.21,1502,31,4.4,1.1,4.4,2.6,103300
-122.44,37.73,866,52,3.4,1.2,5.1,5,261900
-120.84,35.3,2062,15,2.5,1,6.5,4.9,317700
-122.34,37.57,3751,28,2,1.1,4.4,4,300000
-121.78,37.34,3195,11,4.2,1,7.6,7.1,378200
-121.96,37.34,663,37,2.2,1,5,3.8,247800
-119.16,34.15,3204,23,3.7,1.1,5.2,3.9,196600
-119.72,36.71,2456,7,3.2,1.1,5.8,3,91600
-124.17,40.62,1595,32,2.6,1.1,5.8,2.9,86400
-119.45,35.15,5050,33,2.5,1.1,5.5,3.2,75400
-118.34,34.1,1996,24,1.8,1.2,3,1.5,325000
-118.31,34.08,2275,31,3,1.1,3.2,1.8,287500
-118.19,34.07,2965,38,3.3,1,4.6,3,166300
-118.4,34.01,1427,48,2.6,0.9,5.3,5.7,351600
-120.09,36.95,3222,16,2.8,1,6.4,4.2,119400
-120.19,37.53,1470,25,2.5,1.2,5.2,1.8,71300
-117.72,33.62,2322,21,1.5,1.1,5.1,3.2,110000
-117.83,33.77,4931,26,2.8,1,6,4.3,285400
-117.65,34.13,2121,24,3,1,7,5.9,255900
-117.46,34.09,4711,8,3.4,1,4.8,3.5,101600
-117.28,35.13,671,32,7.5,1.5,5.9,2.6,53300
-117.13,32.63,7374,10,2.4,1.5,9.3,8.8,478500
-122.47,37.71,2547,44,3.1,1,4.9,4.2,237900
-122.07,37.37,2937,30,2.7,1,7.2,8,473500
-119.35,36.21,2481,26,2.9,1.2,5,1.6,60300
-122.26,37.77,1565,52,2.1,1.1,5.3,4.8,351800
-122.08,37.6,3046,10,3.3,1.1,4.9,3.9,191700
-121.92,38.02,2750,8,3.2,1,5.7,5.1,156500
-122.01,37.91,10093,21,3,1,8.3,7.7,367700
-122.12,37.89,3227,30,1.8,1.1,4.7,4.1,257100
-124.14,40.77,3046,27,2.5,1.1,5.3,2.9,99600
-115.52,32.97,1879,10,4.1,1.2,5.6,2,67500
-118.49,34.25,2088,33,2.7,1.1,5.8,4.3,232900
-118.43,34.16,2459,34,2.5,1.1,5.3,4,353600
-118.64,34.19,3274,28,2.7,1.1,6.3,4.4,247300
-118.21,34.12,1301,52,3.3,1.1,3.6,2.5,190000
-118.26,34.07,2306,36,3.7,1.1,3,2,170500
-118.28,33.99,1454,38,3.7,1.1,4.9,1.5,104000
-118.44,34.07,730,21,4.3,1.2,3.3,2.1,350000
-118.47,33.99,1146,41,3.1,1.2,4.2,2.6,285000
-117.91,34.11,3158,20,3.4,1,4.4,3.5,153000
-118.04,34.11,773,44,3.4,1,6.4,5,447100
-118.06,34.09,1975,40,3,1,5.2,4.3,251600
-118.01,34.07,6311,22,4.6,1.1,4.3,2.9,182600
-118.15,34.06,3855,28,2.9,1.1,4.4,3.5,204300
-118.18,33.91,1260,41,4.8,0.9,3.9,3,128100
-118.26,33.88,1212,36,3.5,1,5.4,5.6,136500
-118.17,33.91,1499,37,3.6,0.8,4.4,3.9,162300
-118.39,33.88,2543,33,2.6,1.1,6.1,6,495500
-122.57,38.11,3521,32,2.4,1,4.9,3.5,228600
-121.06,37.18,2603,30,3.2,1.1,5.5,3.1,123400
-117.81,33.67,2435,9,3.1,1,6.3,7.2,275000
-117.17,33.66,7401,2,3.4,1.4,8.8,4.1,177300
-122.31,37.57,1437,37,3,0.9,4.3,4,273700
-122.22,37.84,2935,50,2.2,1,6.1,7.5,295200
-122.1,37.68,1352,37,2.1,1.1,4.2,3.4,196900
-119.44,36.59,1343,28,4.4,1.1,4.4,1.5,56700
-118.43,34.05,3832,24,1.8,1.1,4.3,4,477300
-118.25,34.22,2510,34,2.8,1,4.6,3.8,267000
-118.12,34.08,1782,49,2.8,1,4.9,3.2,268200
-118.08,34.01,1248,36,3.9,1,3.8,3.2,147600
-118.07,33.98,3304,32,2.9,1,4.8,3.2,167800
-118.37,33.91,1869,41,3.1,1,4.3,3.9,227800
-121.7,36.67,641,37,3.2,0.9,4.5,3.3,252600
-117.64,33.45,1528,26,2.8,1.1,7,6.3,325500
-117.9,33.63,4486,26,2.9,1,8.2,10.1,500001
-117.97,33.68,1722,23,2.8,1,5.6,4.6,273800
-121.42,38.54,2525,18,3.7,1.1,5.4,2.4,87600
-121.35,38.65,2498,20,2.3,1.1,4.9,3.2,107900
-121.2,38.7,2970,28,3,1,6.4,4.3,131700
-117.34,34.14,1834,37,3.4,1.1,5.3,2.2,81600
-116.95,32.81,1277,31,3,1.2,5.4,3.1,147700
-120.67,35.3,1540,19,2.8,1.1,2.4,0.7,500001
-122.48,37.57,4648,34,2.8,1,5.7,4.6,249000
-122.4,37.6,1380,52,2.5,1,6.6,6.2,420300
-120.47,34.63,2441,23,3.2,1.1,5.6,3.8,142200
-121.87,37.31,3797,6,2.7,1.1,4.2,3.7,152400
-122.24,38.14,8479,15,3,1.1,5.2,3.7,131600
-122.66,38.27,1523,16,1.5,1,4.8,2.2,75000
-118.89,34.29,1545,28,4.2,1.2,4.9,3.4,194100
-121.56,39.11,2171,18,3.4,1.1,4.9,2.3,57500
-122.06,37.64,1160,33,3.3,1.2,5.3,3.8,146100
-121.47,39.51,3720,19,2.2,1.1,6.1,2.7,97500
-122.3,37.97,4030,30,2.5,1.1,5.6,3.6,184000
-122.31,37.91,2549,43,2,1,4.8,3.6,178400
-120.66,38.61,2715,19,2.8,1.3,5.7,2.5,126400
-120.76,38.65,2319,17,3,1.2,6.2,3.6,155900
-118.42,37.35,3302,21,2.7,1.1,6.4,4.4,180400
-118.35,34.03,1438,35,2.6,1.1,4.7,2,138100
-117.98,34.04,1468,29,5,1.1,5.3,3.8,190600
-118.1,34.08,1349,21,3.6,1.1,4.1,2.5,182100
-118.05,33.93,2107,35,5.1,1.1,4.8,3.2,150000
-118.36,33.87,1082,17,2.1,1,3.9,4,281900
-121.92,36.56,2124,40,1.9,1.3,6.2,5.5,369100
-117.84,33.8,1490,35,2.5,1,5.8,4.4,222100
-118,33.74,2767,25,3.1,0.9,7.4,6.4,316700
-117.21,33.95,8403,5,3.5,1.1,7.3,5.2,155500
-117.08,32.64,1651,11,1.8,1,3.2,1.7,141700
-116.99,32.72,825,15,2.6,1,6.3,4,169500
-117.24,33.36,2786,11,2.8,1.1,6.2,4.5,222600
-121.21,37.8,370,45,2.4,1.2,5.3,1.5,101800
-119.72,34.43,1156,36,1.7,1,3.8,2.6,320600
-121.86,37.25,6958,16,2.4,1.1,5.7,4.3,262400
-120.4,38.06,1430,12,2.2,1.3,6,2.7,128100
-121.53,38.58,4988,33,2.3,1.1,4.6,2,76400
-119.79,36.73,112,52,4.8,0.7,2.8,2,47500
-118.41,34.14,778,33,2,1.1,6,5.7,497600
-118.32,33.98,949,47,2.7,1,4.4,2.2,114700
-117.92,34.07,1057,36,3.2,1,5.1,4.8,191700
-117.98,33.99,3343,26,3.1,1,7.3,7.1,334300
-118.17,33.77,2239,38,1.4,1.1,3.3,2.3,165600
-117.44,33.94,2349,32,3.5,1.1,5.5,3.9,114100
-116.97,33.75,3740,22,2.4,1.2,4.5,1.3,77500
-121.3,38.72,2514,15,2.3,1,5,2.3,131900
-117.11,32.7,2045,37,4.1,1.1,4.3,1.8,83300
-122.31,37.54,1222,45,2.4,1.1,6,5.5,396900
-121.97,37.3,3340,31,2.8,1.1,4.9,4.9,275000
-121.83,38.45,839,36,2.7,1,5,2.3,122700
-122.13,37.77,2459,24,2.8,1,7.6,7.1,293000
-121.89,39.76,10265,15,2.4,1,5.4,3.1,142600
-121.58,39.5,1947,29,2.7,1.1,5.8,2.2,57600
-119.45,36.59,1749,41,3.7,1.1,5.6,1.7,66100
-123.84,40.28,2809,28,2.5,1.4,6.4,2.1,74000
-118.27,34.92,873,20,2.7,1.1,5.5,3,91700
-118.46,34.25,2217,32,2.5,1,5.2,3.7,208600
-118.4,34.22,1220,43,3.2,1,5.3,3.6,186300
-118.42,34.16,4664,28,2,1.1,4.9,3.9,367900
-118.58,34.18,908,28,2.6,1,6.4,5.6,340500
-118.37,34.03,1350,43,2.6,0.9,4.4,3.4,140900
-118.41,34,1062,35,3.3,1,3.5,2.7,265500
-118.3,34.17,48,30,4.6,0.9,3,5,162500
-118.32,34.2,759,36,2.8,1,5.6,5,328900
-118.14,33.91,1096,36,2.8,1,5.5,4.5,182300
-118.22,33.79,3008,28,4.3,1.1,5.1,2.3,137500
-118.13,34.69,2156,34,3.3,1,5.6,2.8,96800
-120.06,37.02,6301,13,3.7,1.1,6.1,3.5,84900
-117.66,33.61,3464,17,3.2,1,6.5,6,248400
-117.77,33.69,1666,16,1.4,1,5,2.1,55000
-117.81,33.77,4624,31,2.9,1,7.3,7.2,334600
-118.01,33.78,2343,26,3.1,1,6.3,6,233100
-121.31,38.68,5179,16,1.9,1.1,4.5,2.1,82500
-117.33,34.17,3616,13,3.5,1.1,5.8,3.8,106300
-117.25,32.74,1830,36,1.8,1,4.4,3,286800
-122.44,37.8,1724,52,1.7,1.3,5.4,4.3,500001
-120.62,35.13,3971,26,2.5,1.1,5.5,2.7,209900
-121.84,37.4,1866,25,3.1,1,6.8,6.9,288500
-121.89,37.38,4778,3,2.6,1.1,4.8,5.8,271400
-122.08,37.39,2292,4,1.8,1,3.9,4.8,340000
-120.89,37.52,1200,42,3.4,1.2,6.3,2.5,157500
-119.1,36.4,1885,23,3.1,1.1,5.6,3.2,92800
-119.19,34.22,3175,26,3.2,1,4.1,3.1,219900
-122.27,37.82,1630,52,2.9,1.1,4.1,1.2,104200
-119.46,35.17,4164,40,2.6,1.1,5.4,2.8,50800
-118.29,34.01,1385,30,3.7,1.1,2.9,1.1,142500
-118.32,34,3250,50,3.4,1,4.8,2,112600
-118.27,33.77,1731,39,4.4,1,3.6,1.5,141300
-117.95,34.03,1782,33,4,1.1,4.7,3.3,157900
-118.14,34.16,2776,39,3.3,1.1,3.6,2.6,153500
-118.12,34.11,2787,52,2.9,1,7.7,10.2,500001
-118.31,33.79,1601,38,2.3,1.2,5.3,3.4,250000
-117.68,33.57,10008,2,3.1,1.3,8.8,10.1,500001
-117.95,33.84,3418,18,2.5,1.1,4.4,3.7,171400
-117.33,33.87,2300,14,3.2,1.1,7.4,5.1,161300
-121.48,38.56,1151,44,2,1,4.5,2,113600
-121.43,38.54,3321,42,2.1,1.1,5.1,2.5,101300
-117.31,34.41,3019,14,2.8,1.1,5.2,1.5,103400
-117.05,32.69,1689,14,2.5,1.1,3.2,3.2,143800
-122.44,37.79,1726,52,1.7,1.1,4.9,3.7,500000
-122.4,37.72,1975,41,3.6,1,4.7,3.9,218300
-122.5,37.74,2082,44,2.9,1.2,5.2,4.4,268100
-121.31,37.96,2654,52,2.3,1,5.4,3.2,107600
-121.32,38,1795,21,2.4,1,3.8,2,101500
-121.33,37.98,1564,10,1.9,1.1,4.5,2.7,150000
-121.32,38.21,2643,27,3.3,1.1,6,3.6,146700
-122.49,37.59,2683,35,3.1,1,5.5,5.1,262500
-122.12,37.42,2607,36,2.2,1.1,5,5.2,373100
-121.81,37.25,1975,5,2,1.2,4.5,4.5,159000
-121.98,37.14,74,37,3.7,1.1,4.4,9.6,350000
-121.75,36.95,1580,27,3.5,1,5.2,4.7,202700
-118.96,34.18,3137,16,3.2,1.1,7.2,6.1,258200
-122.2,37.79,1640,29,2.8,1.1,4.8,2.8,150000
-122.25,37.76,2876,52,2.1,1,4.6,3.6,252900
-122.14,37.7,1463,17,2.1,0.9,4.4,4.6,187200
-118.93,34.82,508,8,2.7,1.3,6.1,4,128300
-119.25,35.79,3271,8,3.9,1.2,4.8,1.7,62200
-118.43,34.18,2052,22,2.2,1,3.6,2.6,271100
-118.27,34.06,1416,33,3.3,1.1,2.3,2,208300
-118.3,33.99,1534,43,3.7,1.2,4.7,2.5,94500
-118.32,34.2,1978,36,2.7,1.1,6.4,4,294400
-117.81,34.11,3481,21,2.5,1.1,4.7,3.6,150400
-118.38,33.84,2869,26,2.2,1.1,5.3,6,355300
-118.38,33.82,3053,35,2.2,1.1,5.2,5.2,439200
-118.37,34.08,4376,28,1.6,1.1,3.9,2.7,312500
-118.52,34.44,934,26,3.2,0.9,5.8,5.3,185000
-123.1,38.97,1211,36,2.8,1,4.8,2.6,94900
-117.02,33.73,3700,14,1.7,1.1,5.3,1.9,112500
-116.39,33.82,11115,15,2.5,1.4,6.7,2.7,74400
-121.32,38.7,2966,16,2.8,1.2,6.2,3.2,118400
-121.25,38.69,1014,24,3.1,1,5.2,4.2,112800
-117.19,34.06,1467,37,3.9,1,4.3,1.4,72800
-117.06,32.75,1917,34,2.8,1,4.5,3,129200
-117.14,32.7,633,36,4,1.1,4.6,1.6,82700
-117.24,32.75,1856,36,2,1.1,4.5,2.3,220600
-116.88,33.05,7217,11,2.8,1.1,4.8,2.9,166700
-122.44,37.76,5089,30,1.7,1.1,4.5,4.6,386100
-121.32,38,2105,22,1.6,1.1,4.4,2.2,87500
-121.33,38.02,2854,33,2.5,1.1,6.3,4.3,136400
-120.67,35.48,2339,18,2.6,1.1,5.6,3.3,176100
-122.19,37.47,1371,44,2,0.9,4.6,4.8,312300
-121.89,37.33,658,49,1.5,1,2.1,0.7,200000
-121.9,37.3,1456,52,2.1,1,5.3,5,296600
-121.9,37.25,5483,20,2.7,1,5.2,4.7,250000
-121.87,37.28,3305,21,3.5,1.1,4.7,4,249600
-121.9,37.16,1529,43,2.3,1.2,6.1,5.2,293300
-122.03,36.96,584,40,2.3,0.9,4.2,3.6,243500
-120.49,40.31,1821,16,2.7,1,5.1,3.5,85100
-118.39,34.19,3794,25,2.8,1.1,4.3,3,204200
-118.26,34.08,1791,50,3.2,1,2.7,1.8,166700
-118.14,34.18,1493,50,3.1,1,4.6,3.3,154400
-118.06,33.91,4880,24,4.3,1,4.7,4.1,157700
-118.36,34.09,2832,34,1.9,1.1,3.4,1.8,312500
-117.91,33.91,2249,24,2.6,1,5.8,5,267100
-117.7,34.07,1552,33,4.4,1,5.1,3.8,128400
-117.31,34.13,1622,35,3.6,1.1,4.5,1.9,68500
-117.14,32.75,1908,25,2.1,1.1,4.1,2.5,133300
-117.13,32.7,1445,38,3.6,1.1,4.1,1.5,80200
-117.08,32.67,3008,31,2.8,1,4,2.6,118200
-121.36,38.02,2229,5,2.1,1.2,4.7,4.2,206100
-122.44,37.65,5277,38,2.7,1,5.3,4,276200
-122.26,37.46,5067,26,2.7,1,7,7,500001
-122.23,38.09,4397,26,2.6,1,4.6,2.5,90000
-122.79,40.75,3851,17,2.4,1.5,6.9,2.1,71700
-119.08,36.02,1748,26,2.9,1.1,5.8,1.9,62100
-119.2,34.18,1035,27,3.5,1,4.7,4.2,185400
-118.37,34.07,2519,50,2.2,1,4.9,4.4,405600
-118.3,34.03,1695,40,3.2,1.1,4.8,2.7,150000
-118.26,33.89,923,36,3.2,0.9,4.8,3.6,120700
-121.92,36.62,867,52,2.1,1.1,4.6,2.7,234600
-117.69,33.55,1764,4,3.2,1,7.9,8.3,384200
-117.83,33.82,1100,23,3.5,1.1,4.1,3.7,150000
-117.4,34.01,1858,25,4,1.1,5.6,2.7,87800
-117.27,33.68,26322,8,2.8,1.2,7.8,5.3,228900
-121.39,38.61,2396,36,2.4,1,4.7,3,136600
-121.35,38.28,2756,17,3.8,1.1,5.2,3.2,82000
-117.23,32.87,2290,15,1.7,1.1,3.9,3,204200
-122.49,37.69,2576,35,2.9,1,6,4.7,272800
-122.49,37.63,696,34,2.5,0.9,4.3,3.5,254100
-122.71,38.46,2175,36,2.3,1.1,4.6,3,167200
-121.52,38.9,1650,32,2.8,1.1,5.8,2.9,98200
-118.88,34.19,7268,16,2,1.1,4.4,3.4,228700
-118.71,34.3,1983,23,3.4,1,6.9,6.3,236700
-122.25,37.86,4048,52,2.2,1.1,6.9,5.4,376900
-122,37.95,2214,9,3.6,1.1,9.3,6.8,339200
-120.2,40.26,2399,26,2.3,1.2,5.4,2.7,47600
-118.51,34.2,2066,37,2.5,1.1,5,4.1,188400
-118.41,33.96,1802,44,2.7,1.1,6.4,6,356000
-118.3,34.19,1704,52,2.9,1.1,6.5,4.8,326100
-118.13,34.16,2162,36,2.3,1.1,3.7,2.2,176700
-118.41,33.77,7554,22,3,1.1,8,10.1,500001
-118.15,34.7,2696,36,2.6,1,6,4,116300
-117.85,33.9,4026,20,3.1,1,6.2,5.6,260500
-117.9,33.78,10336,25,2.9,1.1,4.3,3.4,197900
-117.99,33.68,2024,18,2.3,1,4.5,3.6,186900
-117.32,34.09,1129,30,4.4,1.1,4.8,2.4,78600
-117.18,32.84,2290,30,2.7,1.1,4.9,3.6,165100
-117.09,32.79,1529,36,2.6,1,5.9,4.1,171200
-117.18,32.69,2819,44,2.5,1,5.6,4.5,452800
-117.08,33.11,1832,31,3.6,1,4,2.2,116700
-122.46,37.72,2399,45,3.1,1.1,6,4.1,244100
-122.02,36.98,1484,21,2.6,1,3.9,2.2,187500
-122.18,38.29,1953,18,2.4,1,7.2,8,393000
-121.94,38.35,3157,8,3.1,1,5.6,4.4,140100
-119.15,36.29,1435,18,2.6,1,5.7,2.4,72500
-119.32,36.21,2360,25,3.3,1.1,5.4,2.3,63100
-122.3,37.77,2038,42,5.7,1,5.7,2.6,200000
-119.02,35.35,1239,42,2.9,0.9,4.6,2,63300
-118.11,34.06,2628,14,3.9,1.2,4.6,3,160300
-118.09,33.89,991,42,3.3,1,4.5,4.1,164400
-118.11,33.84,1588,37,2.8,1.1,6.5,4.9,220300
-118.35,33.96,2773,26,2.5,1.1,4.4,3.1,164300
-118.35,33.88,1583,36,3.1,1.2,4.5,4.1,238200
-117.85,33.81,1766,32,2.7,1,5.4,4,234500
-118.06,33.83,1973,17,2.2,1,3.9,3.9,163800
-121.46,38.53,2745,37,2.9,1.1,4.9,1.8,65400
-117.06,32.79,2524,17,2.4,1.1,8,8.8,331800
-120.56,35.13,5818,15,2.8,1.1,6.9,4.4,267600
-121.83,37.23,5507,22,3.3,1,6.5,6.1,245200
-121.88,36.96,6355,18,2.4,1.1,6.5,6,321100
-119.28,36.54,1470,33,4.1,1.1,4.9,1.8,57400
-118.83,34.14,1316,16,2.6,1.1,7.6,10.2,500001
-122.27,37.81,880,40,1.5,1.2,2.3,1,118800
-121.97,37.54,1949,31,3.1,1.1,6.1,4.6,196200
-121.41,39.72,1583,17,2.4,1.1,5.2,2.4,87500
-119.74,36.65,2546,19,3,1.1,6.1,2.9,89500
-119.9,36.79,1970,22,3.3,1,6.2,3.3,106100
-118.52,34.21,2394,36,3.5,1,5.6,4.3,206700
-118.53,34.19,2618,32,3.1,1.1,4.1,2.6,192300
-118.21,34.12,1904,41,3.4,1,3.8,3.7,175800
-118.49,34.07,2929,36,3,1,8.3,13.6,500001
-118.43,34.06,1317,31,1.9,1,4.8,7.4,500001
-118.4,33.96,1877,44,2.7,1,5.9,6.8,363600
-118.23,34.16,3105,31,2.5,1.1,5.7,5.2,429100
-117.99,34.08,2399,11,4.3,1,4.5,3.6,141000
-118.04,34.12,2170,30,3.2,1,7,5.7,500001
-118.09,34.18,3113,34,2.7,1,7.5,10.2,500001
-118.15,34.12,1810,43,1.7,1,4.2,3.9,350000
-118.1,33.96,1184,36,4.1,1,5.1,4,162500
-118.12,33.99,2316,27,3.7,1,4.3,2.8,176800
-118.04,33.88,4807,17,3.6,1,5.6,5.8,297300
-118.21,34.64,2573,16,3,1,6,6,181100
-117.89,33.94,3349,20,2.7,1,5,4.7,227000
-117.88,33.87,1919,35,3.8,1,5.6,5.6,190900
-117.83,33.65,638,9,1.8,1.1,2.7,3.8,187500
-117.89,33.71,1422,23,4.2,1,5.4,4.7,202400
-121.4,38.71,4680,15,3.6,1,6.4,3.8,107000
-116.29,34.18,4203,15,2.5,1.4,6.1,2.2,60800
-117.08,33.14,1430,11,3.1,1,4.9,4.2,160900
-116.86,33.02,401,17,3.6,1,5.8,4.7,170200
-122.29,37.51,3040,35,2.7,1,5.9,6.1,426400
-120.45,34.96,2121,21,4.8,1,4.6,4.1,117600
-121.99,37.27,1214,21,2.7,1,6.6,7.6,347800
-122.38,40.56,2281,23,2.8,1,5.4,3.5,101200
-119.21,36.1,1471,30,4,1,4.1,1.7,42500
-121.83,39.74,3263,34,2.2,1,5.5,2.6,130300
-121.88,38.03,1225,52,3.1,1.1,5.3,2,101400
-122.03,37.92,3318,23,2.9,1,8.4,6.6,358800
-119.56,36.08,766,37,3.4,1,4,1.7,42100
-118.51,34.11,9013,29,2.8,1.1,8.5,13.9,500001
-118.34,34.16,6082,25,1.6,1.1,3.7,3.6,246900
-118.04,34.12,2522,39,3.1,1.1,7.1,5.2,445200
-118.19,33.99,1429,42,4,1.1,3.7,3,157500
-118.19,33.91,1531,43,4,1,4.1,2.6,128100
-118.13,33.84,1895,48,3,1,6.5,6.3,307400
-118.32,33.95,2131,44,3.2,1.1,6.5,5.1,169800
-117.93,33.92,2271,34,3.2,1,5.2,4.2,174400
-117.87,33.74,1243,16,5.1,1,3.3,2.8,158900
-117.94,33.78,299,40,2.3,1,4.3,3,166100
-117.92,33.73,1692,17,3.3,1.1,6,4.5,205800
-114.98,33.82,644,15,2.6,2.5,12.4,3.2,71300
-117.13,33.14,2618,5,2.6,1.1,5.1,4.1,171400
-118.95,34.16,2953,21,3.4,1,7.2,6.5,291500
-122.2,37.96,6306,9,2.8,1.1,6.9,6.8,310700
-122.26,37.98,2038,28,2.7,0.9,5.8,5.1,198000
-123.82,40.12,2985,33,2.5,1.2,6.1,2.1,82400
-115.56,32.8,1171,15,3.4,1.1,3.9,1.4,69400
-119.02,35.34,2861,34,2.8,1.1,5.9,3.4,71400
-118.54,34.27,2309,28,3.1,1,7.7,6.7,348200
-118.3,33.82,2080,26,4.1,1.1,4.1,2.8,184400
-117.92,34.07,175,38,6.5,1.1,8.8,9.7,182500
-118.14,34.68,1703,25,2.5,1.1,5.5,4.5,126500
-119.65,37.32,2161,11,2,1.1,5.3,2.4,122300
-117.95,33.63,6745,17,1.8,1,4.4,4,271600
-117.84,33.77,4412,14,1.9,1.1,5.1,4.3,206500
-121.43,38.52,2089,43,2.5,1,5.4,2.6,72100
-117.15,32.92,2366,16,3.6,1,5.8,4.9,182900
-116.66,32.79,843,13,6,1,5.6,6.2,240600
-121.29,37.95,288,52,5,1.6,5.3,0.7,42500
-121.83,37.34,1848,26,6,1,5.7,4.1,182500
-122.05,37.36,2400,34,2.7,1.1,6.3,4.1,316900
-123,38.33,3223,8,2,1.5,7.7,5.6,364800
-118.9,34.41,4431,35,3.2,1,6.2,4.3,209100
-122,37.54,4133,29,2.7,1,5.5,5.2,275100
-121.79,38,1141,36,2.6,1.1,5.4,2.6,108500
-122.33,37.98,2850,3,2,1.1,5.5,6,175000
-118.94,35.37,1106,23,3.4,1.1,4.8,1.9,59700
-118.99,35.3,2248,33,3.6,1.1,5.6,2.9,56200
-118.92,35.47,1755,6,2.6,1.1,6.9,6.3,216400
-118.3,34.08,2880,32,3.6,1,2.8,2.4,258300
-118.25,34.07,4297,18,3.4,1.1,3.3,2.3,192500
-117.83,33.88,2112,18,3.3,1.1,6.7,6.9,231700
-117.98,33.68,2603,17,3.3,1,6.8,6.8,332900
-117.08,34.03,3862,23,3.2,1.1,5.9,3.2,115700
-117.09,32.71,2238,29,4.1,1,4.4,2.6,96800
-122.21,37.43,1606,33,2.7,0.9,5.9,8.7,500001
-122.49,37.5,1209,21,3.1,1.2,4.7,4.6,500000
-119.77,34.44,5652,24,1.8,1,4.4,2.5,295300
-120.94,37.74,1166,35,1.9,1,4.4,2.3,90200
-122.18,37.75,1036,43,3.1,1.1,4.9,2.1,84600
-122.13,37.72,2183,35,2.5,1,5.6,3.8,243500
-118.27,34.08,962,43,2.7,1,3.9,3.2,185000
-118.15,34.12,1518,52,2.5,1.2,5.1,3.4,204500
-118.16,34.03,1377,41,4.2,1.1,5.1,3.2,141600
-118.12,33.92,6336,27,3.1,1.1,4.2,2.6,183700
-118.11,33.91,1981,22,2.7,1,4.3,4.1,153700
-117.93,34.57,5613,5,3.6,1.1,5.6,3.2,132700
-121.62,36.43,1335,20,3,1.2,5.5,4.8,230600
-121.21,39.24,4194,7,2.4,1.2,7.4,4.4,226100
-117.87,33.88,1808,25,3,1,4,3,156900
-117.71,33.65,3774,16,3.7,1.1,8.8,8.6,307400
-118.06,33.72,4573,17,2,1.2,5.7,5.8,500001
-118.06,33.82,2637,25,2.3,1.1,6.4,4.6,190900
